"Parasite.species","host_record_lcdb_nhm","host_sp_no_subsp","host_genus_lcdb_nhm","best_host_name"
"Contracaecum osculatum","Ctenolabrus sp.","Ctenolabrus sp.","Ctenolabrus","Ctenolabrus sp."
"Contracaecum osculatum","Ctenolabrus rupestris","Ctenolabrus rupestris","Ctenolabrus","Ctenolabrus rupestris"
"Contracaecum osculatum","Cygnodraco mawsoni","Cygnodraco mawsoni","Cygnodraco","Cygnodraco mawsoni"
"Contracaecum osculatum","Cystophora cristata","Cystophora cristata","Cystophora","Cystophora cristata"
"Contracaecum osculatum","Dissostichus eleginoides","Dissostichus eleginoides","Dissostichus","Dissostichus eleginoides"
"Contracaecum osculatum","Engraulis japonicus","Engraulis japonicus","Engraulis","Engraulis japonicus"
"Contracaecum osculatum","Erignathus barbatus","Erignathus barbatus","Erignathus","Erignathus barbatus"
"Contracaecum osculatum","Eumetopias jubatus","Eumetopias jubatus","Eumetopias","Eumetopias jubatus"
"Contracaecum osculatum","Gadus macrocephalus","Gadus macrocephalus","Gadus","Gadus macrocephalus"
"Contracaecum osculatum","Gadus morhua","Gadus morhua","Gadus","Gadus morhua"
"Contracaecum osculatum","Gasterosteus aculeatus","Gasterosteus aculeatus","Gasterosteus","Gasterosteus aculeatus"
"Contracaecum osculatum","Gerlachea australis","Gerlachea australis","Gerlachea","Gerlachea australis"
"Contracaecum osculatum","Halichoerus grypus","Halichoerus grypus","Halichoerus","Halichoerus grypus"
"Contracaecum osculatum","Harpagifer antarcticus","Harpagifer antarcticus","Harpagifer","Harpagifer antarcticus"
"Contracaecum osculatum","Harpagifer kerguelensis","Harpagifer kerguelensis","Harpagifer","Harpagifer kerguelensis"
"Contracaecum osculatum","Hippoglossoides platessoides","Hippoglossoides platessoides","Hippoglossoides","Hippoglossoides platessoides"
"Contracaecum osculatum","Hippoglossoides platessoides limandoides","Hippoglossoides platessoides","Hippoglossoides","Hippoglossoides platessoides"
"Contracaecum osculatum","Histriophoca fasciata","Histriophoca fasciata","Histriophoca","Histriophoca fasciata"
"Contracaecum osculatum","Homo sapiens","Homo sapiens","Homo","Homo sapiens"
"Contracaecum osculatum","Icelus spiniger","Icelus spiniger","Icelus","Icelus spiniger"
"Contracaecum osculatum","Labrus bergylta","Labrus bergylta","Labrus","Labrus bergylta"
"Contracaecum osculatum","Lagenorhynchus albirostris","Lagenorhynchus albirostris","Lagenorhynchus","Lagenorhynchus albirostris"
"Contracaecum osculatum","Larus hyperboreus","Larus hyperboreus","Larus","Larus hyperboreus"
"Contracaecum osculatum","Leptonychotes weddelli","Leptonychotes weddelli","Leptonychotes","Leptonychotes weddellii"
"Contracaecum osculatum","Lota lota","Lota lota","Lota","Lota lota"
"Contracaecum osculatum","Lycodes raridens","Lycodes raridens","Lycodes","Lycodes raridens"
"Contracaecum osculatum","Macrourus whitsoni","Macrourus whitsoni","Macrourus","Macrourus whitsoni"
"Contracaecum osculatum","Macruronus magellanicus","Macruronus magellanicus","Macruronus","Macruronus magellanicus"
"Contracaecum osculatum","Mallotus villosus","Mallotus villosus","Mallotus","Mallotus villosus"
"Contracaecum osculatum","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Melanogrammus","Melanogrammus aeglefinus"
"Contracaecum osculatum","Merlangius merlangus","Merlangius merlangus","Merlangius","Merlangius merlangus"
"Contracaecum osculatum","Merluccius hubbsi","Merluccius hubbsi","Merluccius","Merluccius hubbsi"
"Contracaecum osculatum","Mirounga angustirostris","Mirounga angustirostris","Mirounga","Mirounga angustirostris"
"Contracaecum osculatum","Molva dipterygia","Molva dipterygia","Molva","Molva dypterygia"
"Contracaecum osculatum","Molva dypterigia","Molva dypterigia","Molva","Molva dypterigia"
"Contracaecum osculatum","Molva molva","Molva molva","Molva","Molva molva"
"Contracaecum osculatum","Monachus monachus","Monachus monachus","Monachus","Monachus monachus"
"Contracaecum osculatum","Myoxocephalus polyacanthocephalus","Myoxocephalus polyacanthocephalus","Myoxocephalus","Myoxocephalus polyacanthocephalus"
"Contracaecum osculatum","Myoxocephalus quadricornis","Myoxocephalus quadricornis","Myoxocephalus","Myoxocephalus quadricornis"
"Contracaecum osculatum","Myoxocephalus scorpius","Myoxocephalus scorpius","Myoxocephalus","Myoxocephalus scorpius"
"Contracaecum osculatum","Neomysis integer","Neomysis integer","Neomysis","Neomysis integer"
"Contracaecum osculatum","Notothenia coriiceps","Notothenia coriiceps","Notothenia","Notothenia coriiceps"
"Contracaecum osculatum","Odobenus rosmarus","Odobenus rosmarus","Odobenus","Odobenus rosmarus"
"Contracaecum osculatum","Oncorhynchus keta","Oncorhynchus keta","Oncorhynchus","Oncorhynchus keta"
"Contracaecum osculatum","Oncorhynchus masou","Oncorhynchus masou","Oncorhynchus","Oncorhynchus masou"
"Contracaecum osculatum","Oncorhynchus mykiss","Oncorhynchus mykiss","Oncorhynchus","Oncorhynchus mykiss"
"Contracaecum osculatum","Osmerus eperlanus","Osmerus eperlanus","Osmerus","Osmerus eperlanus"
"Contracaecum osculatum","Osmerus mordax dentex","Osmerus mordax","Osmerus","Osmerus mordax"
"Contracaecum osculatum","Pagetopsis maculatus","Pagetopsis maculatus","Pagetopsis","Pagetopsis maculatus"
"Contracaecum osculatum","Pagophilus groenlandicus","Pagophilus groenlandicus","Pagophilus","Pagophilus groenlandicus"
"Contracaecum osculatum","Paracalanus parvus","Paracalanus parvus","Paracalanus","Paracalanus parvus"
"Contracaecum osculatum","Phoca fasciata","Phoca fasciata","Phoca","Histriophoca fasciata"
"Contracaecum osculatum","Phoca groenlandica","Phoca groenlandica","Phoca","Pagophilus groenlandicus"
"Contracaecum osculatum","Phoca hispida","Phoca hispida","Phoca","Pusa hispida"
"Contracaecum osculatum","Phoca hispida botnica","Phoca hispida","Phoca","Pusa hispida"
"Contracaecum osculatum","Phoca largha","Phoca largha","Phoca","Phoca largha"
"Contracaecum osculatum","Phoca sibirica","Phoca sibirica","Phoca","Pusa sibirica"
"Contracaecum osculatum","Phoca vitulina","Phoca vitulina","Phoca","Phoca vitulina"
"Contracaecum osculatum","Phoca vitulina concolor","Phoca vitulina","Phoca","Phoca vitulina"
"Contracaecum osculatum","Phoca vitulina richardsi","Phoca vitulina","Phoca","Phoca vitulina"
"Contracaecum osculatum","Phoca vitulina vitulina","Phoca vitulina","Phoca","Phoca vitulina"
"Contracaecum osculatum","Phocoena phocaena","Phocoena phocaena","Phocoena","Phocoena phocaena"
"Contracaecum osculatum","Platichthys flesus","Platichthys flesus","Platichthys","Platichthys flesus"
"Contracaecum osculatum","Pleuragramma antarcticum","Pleuragramma antarcticum","Pleuragramma","Pleuragramma antarctica"
"Contracaecum osculatum","Pleuronectes platessa","Pleuronectes platessa","Pleuronectes","Pleuronectes platessa"
"Contracaecum osculatum","Pollachius virens","Pollachius virens","Pollachius","Pollachius virens"
"Contracaecum osculatum","Pungitius pungitius","Pungitius pungitius","Pungitius","Pungitius pungitius"
"Contracaecum osculatum","Racovitzia glacialis","Racovitzia glacialis","Racovitzia","Racovitzia glacialis"
"Contracaecum osculatum","Rattus norvegicus","Rattus norvegicus","Rattus","Rattus norvegicus"
"Contracaecum osculatum","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Reinhardtius","Reinhardtius hippoglossoides"
"Contracaecum osculatum","Salmo salar","Salmo salar","Salmo","Salmo salar"
"Contracaecum osculatum","Salvelinus alpinus","Salvelinus alpinus","Salvelinus","Salvelinus alpinus"
"Contracaecum osculatum","Sebastes marinus","Sebastes marinus","Sebastes","Sebastes marinus"
"Contracaecum osculatum","Sprattus sprattus","Sprattus sprattus","Sprattus","Sprattus sprattus"
"Contracaecum osculatum","Taurulus bubalis","Taurulus bubalis","Taurulus","Taurulus bubalis"
"Contracaecum osculatum","Temora longicornis","Temora longicornis","Temora","Temora longicornis"
"Contracaecum osculatum","Theragra chalcogramma","Theragra chalcogramma","Theragra","Gadus chalcogrammus"
"Contracaecum osculatum","Thymallus thymallus","Thymallus thymallus","Thymallus","Thymallus thymallus"
"Contracaecum osculatum","Trematomus eulepidotus","Trematomus eulepidotus","Trematomus","Trematomus eulepidotus"
"Contracaecum osculatum","Trematomus lepidorhinus","Trematomus lepidorhinus","Trematomus","Trematomus lepidorhinus"
"Contracaecum osculatum","Trematomus scotti","Trematomus scotti","Trematomus","Trematomus scotti"
"Contracaecum osculatum","Urophycis musicki","Urophycis musicki","Urophycis","Urophycis musicki"
"Contracaecum osculatum","Urophycis tenuis","Urophycis tenuis","Urophycis","Urophycis tenuis"
"Contracaecum osculatum","Zalophus californianus","Zalophus californianus","Zalophus","Zalophus californianus"
"Contracaecum osculatum","Zoarces viviparus","Zoarces viviparus","Zoarces","Zoarces viviparus"
"Contracaecum A","Erignathus barbatus","Erignathus barbatus","Erignathus","Erignathus barbatus"
"Contracaecum A","Gadus morhua macrocephalus","Gadus morhua","Gadus","Gadus morhua"
"Contracaecum A","Halichoerus grypus","Halichoerus grypus","Halichoerus","Halichoerus grypus"
"Contracaecum A","Hippoglossoides platessoides","Hippoglossoides platessoides","Hippoglossoides","Hippoglossoides platessoides"
"Contracaecum A","Hippoglossus hippoglossus","Hippoglossus hippoglossus","Hippoglossus","Hippoglossus hippoglossus"
"Contracaecum A","Phoca vitulina richardsi","Phoca vitulina","Phoca","Phoca vitulina"
"Contracaecum A","Theragra chalcogramma","Theragra chalcogramma","Theragra","Gadus chalcogrammus"
"Contracaecum B","Cystophora cristata","Cystophora cristata","Cystophora","Cystophora cristata"
"Contracaecum B","Erignathus barbatus","Erignathus barbatus","Erignathus","Erignathus barbatus"
"Contracaecum B","Gadus morhua","Gadus morhua","Gadus","Gadus morhua"
"Contracaecum B","Halichoerus grypus","Halichoerus grypus","Halichoerus","Halichoerus grypus"
"Contracaecum B","Hippoglossoides platessoides","Hippoglossoides platessoides","Hippoglossoides","Hippoglossoides platessoides"
"Contracaecum B","Mallotus villosus","Mallotus villosus","Mallotus","Mallotus villosus"
"Contracaecum B","Molva dipterygia","Molva dipterygia","Molva","Molva dypterygia"
"Contracaecum B","Myoxocephalus scorpius","Myoxocephalus scorpius","Myoxocephalus","Myoxocephalus scorpius"
"Contracaecum B","Phoca groenlandica","Phoca groenlandica","Phoca","Pagophilus groenlandicus"
"Contracaecum B","Phoca hispida","Phoca hispida","Phoca","Pusa hispida"
"Contracaecum B","Pleuronectes americanus","Pleuronectes americanus","Pleuronectes","Pseudopleuronectes americanus"
"Contracaecum osculatum","Abyssocottus bergianus","Abyssocottus bergianus","Abyssocottus","Abyssocottus bergianus"
"Contracaecum osculatum","Asprocottus herzentini","Asprocottus herzentini","Asprocottus","Asprocottus herzensteini"
"Contracaecum osculatum","Asprocottus megalops","Asprocottus megalops","Asprocottus","Cyphocottus eurystomus"
"Contracaecum osculatum","Batrachocottus nikolskii","Batrachocottus nikolskii","Batrachocottus","Batrachocottus nikolskii"
"Contracaecum osculatum","Brachymystax lenok","Brachymystax lenok","Brachymystax","Brachymystax lenok"
"Contracaecum osculatum","Coregonus autumnalis","Coregonus autumnalis","Coregonus","Coregonus autumnalis"
"Contracaecum osculatum","Coregonus lavaretus baicalensis","Coregonus lavaretus","Coregonus","Coregonus lavaretus"
"Contracaecum osculatum","Cottocomephorus inermis","Cottocomephorus inermis","Cottocomephorus","Cottocomephorus inermis"
"Contracaecum osculatum","Paracottus kessleri","Paracottus kessleri","Paracottus","Paracottus kessleri"
"Contracaecum osculatum","Phusa sibirica","Phusa sibirica","Phusa","Sibirenauta sibirica"
"Contracaecum osculatum","Pusa sibirica","Pusa sibirica","Pusa","Pusa sibirica"
"Contracaecum osculatum","Thymallus arcticus","Thymallus arcticus","Thymallus","Thymallus arcticus"
"Contracaecum osculatum","Thymallus arcticus baicalensis","Thymallus arcticus","Thymallus","Thymallus arcticus"
"Contracaecum C","Halichoerus grypus","Halichoerus grypus","Halichoerus","Halichoerus grypus"
"Contracaecum D","Chaenodraco wilsoni","Chaenodraco wilsoni","Chaenodraco","Chaenodraco wilsoni"
"Contracaecum D","Chionodraco hamatus","Chionodraco hamatus","Chionodraco","Chionodraco hamatus"
"Contracaecum D","Cryodraco antarcticus","Cryodraco antarcticus","Cryodraco","Cryodraco antarcticus"
"Contracaecum D","Gymnodraco acuticeps","Gymnodraco acuticeps","Gymnodraco","Gymnodraco acuticeps"
"Contracaecum D","Leptonychotes weddelli","Leptonychotes weddelli","Leptonychotes","Leptonychotes weddellii"
"Contracaecum D","Notothenia neglecta","Notothenia neglecta","Notothenia","Notothenia neglecta"
"Contracaecum D","Pagetopsis macropterus","Pagetopsis macropterus","Pagetopsis","Pagetopsis macropterus"
"Contracaecum D","Pagothenia bernacchii","Pagothenia bernacchii","Pagothenia","Trematomus bernacchii"
"Contracaecum D","Pagothenia hansoni","Pagothenia hansoni","Pagothenia","Trematomus hansoni"
"Contracaecum D","Trematomus centronotus","Trematomus centronotus","Trematomus","Trematomus pennellii"
"Contracaecum D","Trematomus newnesi","Trematomus newnesi","Trematomus","Trematomus newnesi"
"Contracaecum E","Chaenodraco wilsoni","Chaenodraco wilsoni","Chaenodraco","Chaenodraco wilsoni"
"Contracaecum E","Chionodraco hamatus","Chionodraco hamatus","Chionodraco","Chionodraco hamatus"
"Contracaecum E","Cryodraco antarcticus","Cryodraco antarcticus","Cryodraco","Cryodraco antarcticus"
"Contracaecum E","Gymnodraco acuticeps","Gymnodraco acuticeps","Gymnodraco","Gymnodraco acuticeps"
"Contracaecum E","Leptonychotes weddelli","Leptonychotes weddelli","Leptonychotes","Leptonychotes weddellii"
"Contracaecum E","Notothenia neglecta","Notothenia neglecta","Notothenia","Notothenia neglecta"
"Contracaecum E","Pagetopsis macropterus","Pagetopsis macropterus","Pagetopsis","Pagetopsis macropterus"
"Contracaecum E","Pagothenia bernacchii","Pagothenia bernacchii","Pagothenia","Trematomus bernacchii"
"Contracaecum E","Pagothenia hansoni","Pagothenia hansoni","Pagothenia","Trematomus hansoni"
"Contracaecum E","Trematomus centronotus","Trematomus centronotus","Trematomus","Trematomus pennellii"
"Contracaecum E","Trematomus newnesi","Trematomus newnesi","Trematomus","Trematomus newnesi"
"Contracaecum pelagicum","Diomedea sp.","Diomedea sp.","Diomedea","Diomedea sp."
"Contracaecum rudolphii","Abramis brama","Abramis brama","Abramis","Abramis brama"
"Contracaecum rudolphii","Aix sponsa","Aix sponsa","Aix","Aix sponsa"
"Contracaecum rudolphii","Anhinga anhinga","Anhinga anhinga","Anhinga","Anhinga anhinga"
"Contracaecum rudolphii","Anhinga melanogaster","Anhinga melanogaster","Anhinga","Anhinga melanogaster"
"Contracaecum rudolphii","Aplochiton taeniatus","Aplochiton taeniatus","Aplochiton","Aplochiton taeniatus"
"Contracaecum rudolphii","Casmerodius albus","Casmerodius albus","Casmerodius","Ardea alba"
"Contracaecum rudolphii","Dicentrarchus labrax","Dicentrarchus labrax","Dicentrarchus","Dicentrarchus labrax"
"Contracaecum rudolphii","Egretta alba","Egretta alba","Egretta","Ardea alba"
"Contracaecum rudolphii","Egretta rufescens","Egretta rufescens","Egretta","Egretta rufescens"
"Contracaecum rudolphii","Egretta thula","Egretta thula","Egretta","Egretta thula"
"Contracaecum rudolphii","Fregata magnificens","Fregata magnificens","Fregata","Fregata magnificens"
"Contracaecum rudolphii","Gammarus sp.","Gammarus sp.","Gammarus","Gammarus sp."
"Contracaecum rudolphii","Gavia adamsi","Gavia adamsi","Gavia","Gavia adamsi"
"Contracaecum rudolphii","Gavia arctica","Gavia arctica","Gavia","Gavia arctica"
"Contracaecum rudolphii","Gavia stellata","Gavia stellata","Gavia","Gavia stellata"
"Contracaecum rudolphii","Gymnocypris przewalskii","Gymnocypris przewalskii","Gymnocypris","Gymnocypris przewalskii"
"Contracaecum rudolphii","Gymnocypris przewalskii przewalskii","Gymnocypris przewalskii","Gymnocypris","Gymnocypris przewalskii"
"Contracaecum rudolphii","Haliaeetus leucocephalus","Haliaeetus leucocephalus","Haliaeetus","Haliaeetus leucocephalus"
"Contracaecum rudolphii","Larus argentatus","Larus argentatus","Larus","Larus argentatus"
"Contracaecum rudolphii","Larus canus","Larus canus","Larus","Larus canus"
"Contracaecum rudolphii","Larus sp.","Larus sp.","Larus","Larus sp."
"Contracaecum rudolphii","Lebistes reticulatus","Lebistes reticulatus","Lebistes","Poecilia reticulata"
"Contracaecum rudolphii","Melanitta nigra","Melanitta nigra","Melanitta","Melanitta nigra"
"Contracaecum rudolphii","Mergus albellus","Mergus albellus","Mergus","Mergellus albellus"
"Contracaecum rudolphii","Mergus merganser","Mergus merganser","Mergus","Mergus merganser"
"Contracaecum rudolphii","Mergus serrator","Mergus serrator","Mergus","Mergus serrator"
"Contracaecum rudolphii","Nycticorax nycticorax","Nycticorax nycticorax","Nycticorax","Nycticorax nycticorax"
"Contracaecum rudolphii","Nycticorax nycticorax nycticorax","Nycticorax nycticorax","Nycticorax","Nycticorax nycticorax"
"Contracaecum rudolphii","Pelecanus erythrorhynchos","Pelecanus erythrorhynchos","Pelecanus","Pelecanus erythrorhynchos"
"Contracaecum rudolphii","Percichthys trucha","Percichthys trucha","Percichthys","Percichthys trucha"
"Contracaecum rudolphii","Phalacrocorax africanus","Phalacrocorax africanus","Phalacrocorax","Microcarbo africanus"
"Contracaecum rudolphii","Phalacrocorax atriceps","Phalacrocorax atriceps","Phalacrocorax","Leucocarbo atriceps"
"Contracaecum rudolphii","Phalacrocorax carbo sinensis","Phalacrocorax carbo","Phalacrocorax","Phalacrocorax carbo"
"Contracaecum rudolphii","Phalacrocorax olivaceus","Phalacrocorax olivaceus","Phalacrocorax","Phalacrocorax brasilianus"
"Contracaecum rudolphii","Phalacrocorax pygmaeus","Phalacrocorax pygmaeus","Phalacrocorax","Phalacrocorax pygmaeus"
