"Host","Parasite","ParasiteFull"
"Coregonus clupeaformis","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Cottus asper","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Cottus bairdi","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Cottus rhotheus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Cyprinus carpio","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Diapterus olisthostomus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Esox lucius","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Etheostoma nigrum","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Etheostoma spectabile","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Fundulus sp.","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Gammarus pseudolimnaeus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Gammarus tigrinus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Hiodon tergisus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Hyalella azteca","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Hybopsis gracilis","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Hypentelium nigricans","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Ictalurus furcatus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Ictalurus melas","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Ictalurus nebulosus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Ictalurus punctatus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Ictiobus cyprinellus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Lepomis auritus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Lepomis gibbosus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Lepomis macrochirus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Lepomis microlophus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Lepomis punctatus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Lota lota","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Microgadus tomcod","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Micropterus dolomieui","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Micropterus salmoides","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Micropterus spp.","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Moxostoma anisurum","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Moxostoma congestum","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Moxostoma erythrurum","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Moxostoma macrolepidotus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Mylocheilus caurinus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Notemigonus crysoleucas","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Notophthalmus viridescens","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Notropis cornutus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Notropis hudsonius","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Noturus gyrinus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Oncorhynchus kisutch","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Oncorhynchus mykiss","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Oncorhynchus nerka","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Osmerus mordax","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Perca flavescens","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Percina caprodes","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Percopsis omiscomaycus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Phoxinus eos","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Pilodictis olivaris","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Prosopium cylindraceum","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Prosopium williamsoni","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Ptychocheilus oregonensis","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Pungitius pungitius","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Rhinichthys cataractae","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Richardsonius balteatus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Roccus lineatus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Salmo clarki","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Salmo gairdneri","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Salmo salar","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Salvelinus fontinalis x namaycush","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Salvelinus namaycush","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Semotilus atromaculatus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Thymallus arcticus","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"Umbra limi","Pomphorhynchus bulbocolli","Pomphorhynchus bulbocolli (Linkins, 1919)"
"(Fish) ","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"(Freshwater_fish) ","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"(Marine_Fish) ","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Abramis ballerus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Abramis bjoerkna","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Abramis brama","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Abramis sapa","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Acipenser naccarii","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Acipenser ruthenus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Acipenser sturio","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Alburnoides bipunctatus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Alburnus alburnus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Alburnus alburnus alborella","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Alburnus charusini hohenackeri","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Alburnus filippi","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Alosa ","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Anguilla anguilla","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Aspius ","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Aspius aspius","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Aspro zingel","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Barbatula barbatulus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Barbus barbus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Barbus brachycephalus caspius","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Barbus capito","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Barbus lacerta cyri","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Barbus petenyi","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Barbus plebeius","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Barbus tybernus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Belone belone","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Blicca bjoerkna","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Carassius auratus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Carassius auratus gibelio","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Carassius carassius","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Chondrostoma nasus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Chondrostoma soetta","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Clupea harengus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Cobitis taenia","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Coregonus albula","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Coregonus lavaretus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Cottus gobio","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Ctenopharyngodon idella","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Cyprinus carpio","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Dikerogammarus haematobaphes","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Dikerogammarus haemobaphes","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Dikerogammarus villosus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Echinogammarus stammeri","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Esox lucius","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Gadus morhua","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Gammarus balcanicus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Gammarus duebeni","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Gammarus fossarum","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Gammarus locusta","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Gammarus pulex","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Gammarus roeselii","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Gammarus zaddachi","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Gammarus (Rivulogammarus) balcanicus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Gammarus (Rivulogammarus) kischineffensis","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Gasterosteus aculeatus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Gobio albipinnatus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Gobio gobio","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Gobio uranoscopus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Gobius cephalarges constructor","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Gobius niger","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Gymnocephalus cernuus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Gymnocephalus schraetser","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Huso huso","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Ictalurus ","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Ictalurus nebulosus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Lepomis gibbosus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Leucaspius delineatus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Leuciscus cephalus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Leuciscus cephalus cabeda","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Leuciscus idus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Leuciscus leuciscus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Limanda limanda","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Lota lota","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Lutra lutra","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Myoxocephalus scorpius","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Nemachilus barbatulus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Oncorhynchus mykiss","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Osmerus eperlanus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Osmerus eperlanus m. eperlanus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Osmerus eperlanus m. spirinchus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Padogobius martensii","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Pelecus cultratus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Perca fluviatilis","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Phoxinus phoxinus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Platichthys flesus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Pleuronectes platessa","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Pomatoschistus microps","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Pomatoschistus minutus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Pontogammarus robustoides","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Porichthys notatus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Proterorhinus marmoratus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Psetta maxima","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Pseudorasbora parva","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Pungitius pungitius","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Rana ridibunda","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Rhodeus sericeus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Rutilus pigus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Rutilus rutilus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Salamandra salamandra","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Salmo fario","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Salmo gairdneri","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Salmo irideus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Salmo salar","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Salmo trutta","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Salmo trutta m. fario","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Salmo trutta m. lacustris","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Salvelinus alpinus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Salvelinus salvelinus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Sarotherodon mossambicus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Scardinius erythrophthalmus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Scardinius erythrophthalmus/Abramis brama hybrid","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Schizothorax intermedius","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Scophthalmus rhombus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Semotilus atromaculatus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Silurus glanis","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Squalius cephalus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Stizostedion lucioperca","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Thymallus thymallus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Tinca tinca","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Varicorhinus ","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Varicorhinus capoeta sevangi","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Vimba vimba","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Vimba vimba carinata","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Vimba vimba persa","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Zingel streber","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Zingel zingel","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"Zoarces viviparus","Pomphorhynchus laevis","Pomphorhynchus laevis (Zoega in Muller, 1776)"
"(bird of prey) ","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"(Birds) ","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"(Vultures) ","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Accipiter gentilis","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Accipiter nisus","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Accipiter sp.","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Accipiter striatus","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Aquila chrysaetos","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Aquila clanga","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Aquila pomarina","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Aquila rapax","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Asio otus","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Buteo buteo","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Buteo jamaicensis","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Buteo lagopus","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Buteo platypterus","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Buteo vulgaris","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Circus aeruginosus","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Circus cyaneus","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Egretta intermedia","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Falco tinnunculus","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Haliastur indus","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Milvus korschun","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Milvus migrans","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Milvus migrans lineatus","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Milvus milvus","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Pernis apivorus","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Piranga rubra","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Tyto alba","Porrocaecum angusticolle","Porrocaecum angusticolle (Molin, 1860)"
"Allolobophora longa","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Anas acuta","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Anas crecca","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Anas fulvigula","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Anas fulvigula fulvigula","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Anas penelope","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Anas platyrhynchos","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Anas platyrhynchos domesticus","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Anas querquedula","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Anas sparsa","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Aythya nyroca","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Botaurus stellaris","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Dendrocygna autumnalis","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Dendrocygna bicolor","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Dendrodrilus rubidus f. tenuis","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Gymnocephalus cernuus","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Lumbricus baicalensis","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Lumbricus terrestris","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Nicodrilus calliginosus var. trapezoides","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Nicodrilus roseus","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Numida meleagris","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Otus scops japonicus","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Podiceps grisegena","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Sorex ","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"Vanellus vanellus","Porrocaecum crassum","Porrocaecum crassum (Deslongchamps, 1824)"
"(Birds) ","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"(Passeriformes) ","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Alauda arvensis","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Anas platyrhynchos","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Blarina carolinensis","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Bucephala clangula","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Calidris alpina","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Charadrius apricarius","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Charadrius hiaticula","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Chlidonias nigra","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Coloeus monedula","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Corvus brachyrhynchos","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Corvus corone","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Corvus corone cornix","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Corvus frugilegus","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Corvus monedula","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Eisenia foetida","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Eudrilus eugeniae","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Garrulus glandarius","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
"Ixoreus naevius","Porrocaecum ensicaudatum","Porrocaecum ensicaudatum (Zeder, 1800)"
