"Parasite.species","Host.species","best_host_name"
"Bothrimonus fallax","Acipenser gueldenstaedti persicus natio kurensis","Acipenser gueldenstaedtii"
"Bothrimonus fallax","Acipenser nudiventris","Acipenser nudiventris"
"Bothrimonus fallax","Acipenser nudiventris derjavini","Acipenser nudiventris"
"Bothrimonus fallax","Acipenser ruthenus","Acipenser ruthenus"
"Bothrimonus fallax","Acipenser stellatus","Acipenser stellatus"
"Bothrimonus fallax","Acipenser stellatus stellatus natio cyrensis","Acipenser stellatus"
"Bothrimonus fallax","Acipenser sturio","Acipenser sturio"
"Bothrimonus fallax","Dikerogammarus haemobaphes","Dikerogammarus haemobaphes"
"Bothrimonus fallax","Huso huso","Huso huso"
"Bothrimonus fallax","Huso huso caspicus natio kurensis","Huso huso"
"Bothriocephalus acheilognathi","Abramis brama orientalis","Abramis brama"
"Bothriocephalus acheilognathi","Acanthocyclops americanus","Acanthocyclops americanus"
"Bothriocephalus acheilognathi","Acanthocyclops robustus","Acanthocyclops robustus"
"Bothriocephalus acheilognathi","Acheilognathus rhombea","Acheilognathus rhombeus"
"Bothriocephalus acheilognathi","Alburnoides bipunctatus","Alburnoides bipunctatus"
"Bothriocephalus acheilognathi","Alburnus alburnus","Alburnus alburnus"
"Bothriocephalus acheilognathi","Algansea lacustris","Algansea lacustris"
"Bothriocephalus acheilognathi","Algansea rubescens","Algansea tincella"
"Bothriocephalus acheilognathi","Algansea tincella","Algansea tincella"
"Bothriocephalus acheilognathi","Alloophorus robustus","Alloophorus robustus"
"Bothriocephalus acheilognathi","Allophorus robustus","Alloophorus robustus"
"Bothriocephalus acheilognathi","Allotoca diazi","Allotoca diazi"
"Bothriocephalus acheilognathi","Ambystoma dumerii","Ambystoma dumerili"
"Bothriocephalus acheilognathi","Ambystoma dumerilii","Ambystoma dumerilii"
"Bothriocephalus acheilognathi","Ambystoma sp.","Ambystoma sp."
"Bothriocephalus acheilognathi","Aristichthys nobilis","Hypophthalmichthys nobilis"
"Bothriocephalus acheilognathi","Aspius aspius","Leuciscus aspius"
"Bothriocephalus acheilognathi","Astyanax fasciatus","Astyanax fasciatus"
"Bothriocephalus acheilognathi","Atherinella crystallina","Atherinella crystallina"
"Bothriocephalus acheilognathi","Awaous guamensis","Awaous guamensis"
"Bothriocephalus acheilognathi","Barbus altianalis","Labeobarbus altianalis"
"Bothriocephalus acheilognathi","Barbus barbus","Barbus barbus"
"Bothriocephalus acheilognathi","Barbus bynni","Labeobarbus bynni"
"Bothriocephalus acheilognathi","Barbus callensis","Luciobarbus callensis"
"Bothriocephalus acheilognathi","Barbus capito","Luciobarbus capito"
"Bothriocephalus acheilognathi","Barbus kimberleyensis","Labeobarbus kimberleyensis"
"Bothriocephalus acheilognathi","Barbus mattozi","Enteromius mattozi"
"Bothriocephalus acheilognathi","Barbus sharpeyi","Mesopotamichthys sharpeyi"
"Bothriocephalus acheilognathi","Barbus trimaculatus","Barbus trimaculatus"
"Bothriocephalus acheilognathi","Brachyplatystoma flavicans","Zungaro zungaro"
"Bothriocephalus acheilognathi","Carassius auratus","Carassius auratus"
"Bothriocephalus acheilognathi","Carassius auratus gibelio","Carassius auratus"
"Bothriocephalus acheilognathi","Carassius carassius","Carassius carassius"
"Bothriocephalus acheilognathi","Chirostoma arge","Chirostoma arge"
"Bothriocephalus acheilognathi","Chirostoma attenuatum","Chirostoma attenuatum"
"Bothriocephalus acheilognathi","Chirostoma estor","Chirostoma estor"
"Bothriocephalus acheilognathi","Chirostoma grandocule","Chirostoma grandocule"
"Bothriocephalus acheilognathi","Chirostoma humboltianum","Chirostoma humboldtianum"
"Bothriocephalus acheilognathi","Chirostoma jordani","Chirostoma jordani"
"Bothriocephalus acheilognathi","Chirostoma labarcae","Chirostoma labarcae"
"Bothriocephalus acheilognathi","Chirostoma ocotlanae","Chirostoma ocotlanae"
"Bothriocephalus acheilognathi","Chirostoma riojai","Chirostoma riojai"
"Bothriocephalus acheilognathi","Chirostoma sp.","Chirostoma sp."
"Bothriocephalus acheilognathi","Chondrostoma nasus","Chondrostoma nasus"
"Bothriocephalus acheilognathi","Cichlasoma cyanoguttatum","Herichthys cyanoguttatus"
"Bothriocephalus acheilognathi","Cichlasoma intermedium","Theraps intermedius"
"Bothriocephalus acheilognathi","Cichlasoma istlanum","Cichlasoma istlanum"
"Bothriocephalus acheilognathi","Cichlasoma labridens","Nosferatu labridens"
"Bothriocephalus acheilognathi","Cichlasoma meeki","Cichlasoma meeki"
"Bothriocephalus acheilognathi","Cichlasoma nigrofasciatum","Cichlasoma nigrofasciatum"
"Bothriocephalus acheilognathi","Cichlasoma urophthalmus","Mayaheros urophthalmus"
"Bothriocephalus acheilognathi","Clarias gariepinus","Clarias gariepinus"
"Bothriocephalus acheilognathi","Coreius guichenoti","Coreius guichenoti"
"Bothriocephalus acheilognathi","Ctenopharyngodon idella","Ctenopharyngodon idella"
"Bothriocephalus acheilognathi","Culter alburnus","Culter alburnus"
"Bothriocephalus acheilognathi","Culter dabryi","Chanodichthys dabryi"
"Bothriocephalus acheilognathi","Culter erythropterus","Chanodichthys erythropterus"
"Bothriocephalus acheilognathi","Culterichthys erythropterus","Chanodichthys erythropterus"
"Bothriocephalus acheilognathi","Cyclops sp.","Cyclops sp."
"Bothriocephalus acheilognathi","Cyclops strenuus","Cyclops ochridanus"
"Bothriocephalus acheilognathi","Cyclops vicinus","Cyclops kikuchii"
"Bothriocephalus acheilognathi","Cyprinella lutrensis","Cyprinella lutrensis"
"Bothriocephalus acheilognathi","Cyprinus carpio","Cyprinus carpio"
"Bothriocephalus acheilognathi","Cyprinus carpio communis","Cyprinus carpio"
"Bothriocephalus acheilognathi","Cyprinus carpio rubrofuscus","Cyprinus carpio"
"Bothriocephalus acheilognathi","Cyprinus carpio specularis","Cyprinus carpio"
"Bothriocephalus acheilognathi","Diacyclops thomasi","Diacyclops thomasi"
"Bothriocephalus acheilognathi","Dionda ipu","Dionda ipu"
"Bothriocephalus acheilognathi","Eleotris sandwicensis","Eleotris sandwicensis"
"Bothriocephalus acheilognathi","Esox lucius","Esox lucius"
"Bothriocephalus acheilognathi","Eucyclops agilis","Eucyclops agilis"
"Bothriocephalus acheilognathi","Fundulus zebrinus","Fundulus zebrinus"
"Bothriocephalus acheilognathi","Gambusia affinis","Gambusia affinis"
"Bothriocephalus acheilognathi","Gambusia holbrooki","Gambusia holbrooki"
"Bothriocephalus acheilognathi","Gambusia vittata","Gambusia vittata"
"Bothriocephalus acheilognathi","Gambusia yucatana","Gambusia yucatana"
"Bothriocephalus acheilognathi","Gila cypha","Gila cypha"
"Bothriocephalus acheilognathi","Gila elegans","Gila elegans"
"Bothriocephalus acheilognathi","Gila orcutti","Gila orcuttii"
"Bothriocephalus acheilognathi","Gila robusta","Gila robusta"
"Bothriocephalus acheilognathi","Gila robusta seminuda","Gila robusta"
"Bothriocephalus acheilognathi","Girardinichthys multiradiatius","Girardinichthys multiradiatus"
"Bothriocephalus acheilognathi","Gnathopogon elongatus","Gnathopogon elongatus"
"Bothriocephalus acheilognathi","Gobio albipinnatus","Romanogobio albipinnatus"
"Bothriocephalus acheilognathi","Gobio albipinnatus vladykovi","Romanogobio albipinnatus"
"Bothriocephalus acheilognathi","Gobio gobio","Gobio gobio"
"Bothriocephalus acheilognathi","Goodea atripinnis","Goodea atripinnis"
"Bothriocephalus acheilognathi","Hemiculter bleekeri","Hemiculter bleekeri"
"Bothriocephalus acheilognathi","Hemiculter leucisculus","Hemiculter leucisculus"
"Bothriocephalus acheilognathi","Heterandria bimaculata","Pseudoxiphophorus bimaculatus"
"Bothriocephalus acheilognathi","Hybopsis boucardi","Notropis boucardi"
"Bothriocephalus acheilognathi","Hypophthalmichthys molitrix","Hypophthalmichthys molitrix"
"Bothriocephalus acheilognathi","Hypseleotris klunzingeri","Hypseleotris klunzingeri"
"Bothriocephalus acheilognathi","Hypseleotris sp.","Hypseleotris sp."
"Bothriocephalus acheilognathi","Lepidomeda mollispinis","Lepidomeda mollispinis"
"Bothriocephalus acheilognathi","Lepomis cyanellus","Lepomis cyanellus"
"Bothriocephalus acheilognathi","Lepomis gibbosus","Lepomis gibbosus"
"Bothriocephalus acheilognathi","Leuciscus cephalus","Squalius cephalus"
"Bothriocephalus acheilognathi","Leuciscus idus","Leuciscus idus"
"Bothriocephalus acheilognathi","Megalobrama amblycephala","Megalobrama amblycephala"
"Bothriocephalus acheilognathi","Melaniris balsanus","Atherinella balsana"
"Bothriocephalus acheilognathi","Mesocyclops edax","Mesocyclops edax"
"Bothriocephalus acheilognathi","Micropterus salmoides","Micropterus salmoides"
"Bothriocephalus acheilognathi","Mylocheilus caurinus","Mylocheilus caurinus"
"Bothriocephalus acheilognathi","Mylopharyngodon piceus","Mylopharyngodon piceus"
"Bothriocephalus acheilognathi","Nandopsis istlanum","Nandopsis istlanum"
"Bothriocephalus acheilognathi","Nemachilus angorae","Oxynoemacheilus angorae"
"Bothriocephalus acheilognathi","Neophorus diazi","Allotoca diazi"
"Bothriocephalus acheilognathi","Notemigonus crysoleucas","Notemigonus crysoleucas"
"Bothriocephalus acheilognathi","Notopterus lutrensis","Notopterus lutrensis"
"Bothriocephalus acheilognathi","Notropis celayensis","Yuriria alta"
"Bothriocephalus acheilognathi","Notropis lutrensis","Cyprinella lutrensis"
"Bothriocephalus acheilognathi","Notropis sallei","Aztecula sallaei"
"Bothriocephalus acheilognathi","Opsariichthys uncirostris","Opsariichthys uncirostris"
"Bothriocephalus acheilognathi","Oreochromis niloticus","Oreochromis niloticus"
"Bothriocephalus acheilognathi","Paracyclops fimbriatus poppei","Paracyclops fimbriatus"
"Bothriocephalus acheilognathi","Pelecus cultratus","Pelecus cultratus"
"Bothriocephalus acheilognathi","Philypnodon grandiceps","Philypnodon grandiceps"
"Bothriocephalus acheilognathi","Phylipnodon grandiceps","Philypnodon grandiceps"
"Bothriocephalus acheilognathi","Pimephales notatus","Pimephales notatus"
"Bothriocephalus acheilognathi","Pimephales promelas","Pimephales promelas"
"Bothriocephalus acheilognathi","Pimephalus promelas","Pimephales promelas"
"Bothriocephalus acheilognathi","Plagopterus argentissimus","Plagopterus argentissimus"
"Bothriocephalus acheilognathi","Poecilia butleri","Poecilia butleri"
"Bothriocephalus acheilognathi","Poecilia mexicana","Poecilia mexicana"
"Bothriocephalus acheilognathi","Poecilia reticulata","Poecilia reticulata"
"Bothriocephalus acheilognathi","Poecilia sphenops","Poecilia sphenops"
"Bothriocephalus acheilognathi","Poeciliopsis baenschi","Poeciliopsis baenschi"
"Bothriocephalus acheilognathi","Poeciliopsis gracilis","Poeciliopsis gracilis"
"Bothriocephalus acheilognathi","Poeciliopsis sp.","Poeciliopsis sp."
"Bothriocephalus acheilognathi","Pseudoscaphirhynchus kaumanni","Pseudoscaphirhynchus kaufmanni"
"Bothriocephalus acheilognathi","Ptychocheilus lucius","Ptychocheilus lucius"
"Bothriocephalus acheilognathi","Ptychocheilus oregonensis","Ptychocheilus oregonensis"
"Bothriocephalus acheilognathi","Puntius binotatus","Puntius binotatus"
"Bothriocephalus acheilognathi","Retropinna semoni","Retropinna semoni"
"Bothriocephalus acheilognathi","Rhinichthys osculus","Rhinichthys osculus"
"Bothriocephalus acheilognathi","Rutilus rutilus","Rutilus rutilus"
"Bothriocephalus acheilognathi","Schizothorax esocinus","Schizothorax esocinus"
"Bothriocephalus acheilognathi","Schizothorax intermedius","Schizothorax intermedius"
"Bothriocephalus acheilognathi","Silurus glanis","Silurus glanis"
"Bothriocephalus acheilognathi","Siphateles bicolor mohavensis","Siphateles bicolor"
"Bothriocephalus acheilognathi","Stizostedion lucioperca","Sander lucioperca"
"Bothriocephalus acheilognathi","Thamnophis melanogaster","Thamnophis melanogaster"
"Bothriocephalus acheilognathi","Tinca tinca","Tinca tinca"
"Bothriocephalus acheilognathi","Tropocyclops prasinus","Tropocyclops prasinus"
"Bothriocephalus acheilognathi","Varicorhinus heratensis","Varicorhinus heratensis"
"Bothriocephalus acheilognathi","Xenotoca variata","Xenotoca variata"
"Bothriocephalus acheilognathi","Xiphophorus helleri","Xiphophorus hellerii"
"Bothriocephalus acheilognathi","Yuriria alta","Yuriria alta"
"Bothriocephalus acheilognathi","Zacco platypus","Zacco platypus"
"Bothriocephalus barbatus","Acartia clausi","Acartia clausi"
"Bothriocephalus barbatus","Acartia discaudata","Acartia discaudata"
"Bothriocephalus barbatus","Eurytemora velox","Eurytemora velox"
"Bothriocephalus barbatus","Scophthalmus rhombus","Scophthalmus rhombus"
"Bothriocephalus claviceps","Acanthocyclops vernalis","Acanthocyclops parcus"
"Bothriocephalus claviceps","Ambloplites rupestris","Ambloplites rupestris"
"Bothriocephalus claviceps","Anguilla acutirostris","Anguilla anguilla"
"Bothriocephalus claviceps","Anguilla anguilla","Anguilla anguilla"
"Bothriocephalus claviceps","Anguilla marmorata","Anguilla marmorata"
"Bothriocephalus claviceps","Anguilla migratoria","Anguilla anguilla"
"Bothriocephalus claviceps","Anguilla rostrata","Anguilla rostrata"
"Bothriocephalus claviceps","Anguilla vulgaris","Anguilla vulgaris"
"Bothriocephalus claviceps","Aplodinotus grunniens","Aplodinotus grunniens"
"Bothriocephalus claviceps","Chaenobryttus gulosus","Lepomis gulosus"
"Bothriocephalus claviceps","Cyclops strenuus","Cyclops ochridanus"
"Bothriocephalus claviceps","Cyclops vicinus","Cyclops kikuchii"
"Bothriocephalus claviceps","Gasterosteus bispinosus","Gasterosteus aculeatus"
"Bothriocephalus claviceps","Lepomis cyanellus","Lepomis cyanellus"
"Bothriocephalus claviceps","Lepomis gibbosus","Lepomis gibbosus"
"Bothriocephalus claviceps","Lepomis macrochirus","Lepomis macrochirus"
"Bothriocephalus claviceps","Lepomis megalotis","Lepomis megalotis"
"Bothriocephalus claviceps","Leuciscus cephalus","Squalius cephalus"
"Bothriocephalus claviceps","Lota lota","Lota lota"
"Bothriocephalus claviceps","Macrocyclops albidus","Macrocyclops albidus"
"Bothriocephalus claviceps","Macrocyclops fuscus","Macrocyclops fuscus"
"Bothriocephalus claviceps","Megacyclops viridis","Megacyclops viridis"
"Bothriocephalus claviceps","Micropterus dolomieui","Micropterus dolomieu"
"Bothriocephalus claviceps","Micropterus salmoides","Micropterus salmoides"
"Bothriocephalus claviceps","Muraena helena","Muraena helena"
"Bothriocephalus claviceps","Perca flavescens","Perca flavescens"
"Bothriocephalus claviceps","Perca fluviatilis","Perca fluviatilis"
"Bothriocephalus claviceps","Percopsis omiscomaycus","Percopsis omiscomaycus"
"Bothriocephalus claviceps","Poecilia reticulata","Poecilia reticulata"
"Bothriocephalus claviceps","Stizostedion canadense","Sander canadensis"
"Bothriocephalus claviceps","Triturus vulgaris","Lissotriton vulgaris"
"Bothriocephalus cuspidatus","Ambloplites rupestris","Ambloplites rupestris"
"Bothriocephalus cuspidatus","Channa marulius","Channa marulius"
"Bothriocephalus cuspidatus","Channa striata","Channa striata"
"Bothriocephalus cuspidatus","Cichlasoma biocellata","Rocio octofasciata"
"Bothriocephalus cuspidatus","Coregonus sp.","Coregonus sp."
"Bothriocephalus cuspidatus","Dorosoma cepedianum","Dorosoma cepedianum"
"Bothriocephalus cuspidatus","Esox lucius","Esox lucius"
"Bothriocephalus cuspidatus","Esox masquinongy","Esox masquinongy"
"Bothriocephalus cuspidatus","Etheostoma exile","Etheostoma exile"
"Bothriocephalus cuspidatus","Etheostoma nigrum","Etheostoma nigrum"
"Bothriocephalus cuspidatus","Hiodon alosoides","Hiodon alosoides"
"Bothriocephalus cuspidatus","Hiodon tergisus","Hiodon tergisus"
"Bothriocephalus cuspidatus","Ictalurus nebulosus","Ameiurus nebulosus"
"Bothriocephalus cuspidatus","Lepomis cyanellus","Lepomis cyanellus"
"Bothriocephalus cuspidatus","Lepomis gibbosus","Lepomis gibbosus"
"Bothriocephalus cuspidatus","Lepomis macrochirus","Lepomis macrochirus"
"Bothriocephalus cuspidatus","Lota lota","Lota lota"
"Bothriocephalus cuspidatus","Micropterus dolomieui","Micropterus dolomieu"
"Bothriocephalus cuspidatus","Micropterus salmoides","Micropterus salmoides"
"Bothriocephalus cuspidatus","Morone chrysops","Morone chrysops"
"Bothriocephalus cuspidatus","Notropis atherinoides","Notropis atherinoides"
"Bothriocephalus cuspidatus","Perca flavescens","Perca flavescens"
"Bothriocephalus cuspidatus","Percina caprodes","Percina caprodes"
"Bothriocephalus cuspidatus","Percina copelandi","Percina copelandi"
"Bothriocephalus cuspidatus","Pomoxis annularis","Pomoxis annularis"
"Bothriocephalus cuspidatus","Pomoxis nigromaculatus","Pomoxis nigromaculatus"
"Bothriocephalus cuspidatus","Salvelinus malma","Salvelinus malma"
"Bothriocephalus cuspidatus","Salvelinus namaycush","Salvelinus namaycush"
"Bothriocephalus cuspidatus","Stizostedion canadense","Sander canadensis"
"Bothriocephalus cuspidatus","Stizostedion vitreum","Sander vitreus"
"Bothriocephalus cuspidatus","Stizostedion vitreum vitreum","Sander vitreus"
"Bothriocephalus gregarius","Acartia clausi","Acartia clausi"
"Bothriocephalus gregarius","Acartia discaudata","Acartia discaudata"
"Bothriocephalus gregarius","Eurytemora velox","Eurytemora velox"
"Bothriocephalus gregarius","Gobius paganellus","Gobius paganellus"
"Bothriocephalus gregarius","Pomatoschistus marmoratus","Pomatoschistus marmoratus"
"Bothriocephalus gregarius","Pomatoschistus minutus","Pomatoschistus minutus"
"Bothriocephalus gregarius","Psetta maeotica","Psetta maeotica"
"Bothriocephalus gregarius","Psetta maxima","Scophthalmus maximus"
"Bothriocephalus gregarius","Psetta maxima maeotica","Scophthalmus maximus"
"Bothriocephalus gregarius","Psetta maxima torrosus","Scophthalmus maximus"
"Bothriocephalus gregarius","Scophthalmus maximus","Scophthalmus maximus"
"Bothriocephalus opsariichthydis","Abramis brama","Abramis brama"
"Bothriocephalus opsariichthydis","Acanthocyclops sp.","Acanthocyclops sp."
"Bothriocephalus opsariichthydis","Acanthocyclops americanus","Acanthocyclops americanus"
"Bothriocephalus opsariichthydis","Acanthocyclops vernalis","Acanthocyclops parcus"
"Bothriocephalus opsariichthydis","Aristichthys nobilis","Hypophthalmichthys nobilis"
